#FB samp H_DM H_W H_SNR DM W SNR SNR_0 F1 F2 F3 index utc MEANf1 MEANf2 MEANf3 MEANr STDf1 STDf2 STDf3 STDr SN_zap n_zap Mod_ind Mod_indT
242 945728 1063.8 3.0 10.1357 1088.81 16 12.6897106171 1.94439411163 44.4754570723 1.28007698804 45.2839255333 9468.78221993 2016-08-16-21:23:51 137.871 127.132 132.899 127.943 34.8503 21.579 30.4474 22.2433 0.481779158115 11 2.34405 2.08974
242 945698 1140.59 3.0 10.2903 1127.6475 16 12.6045455933 2.12392854691 48.3115106821 2.49089300632 36.0539525747 9468.78220657 2016-08-16-21:23:51 137.117 127.111 132.401 127.887 34.5562 21.5934 30.247 22.2491 0.774810612202 11 2.39872 2.14204
251 946343 78.4176 3.0 9.68706 80.8605 14 11.8836926593 9.89455878057 47.5551307201 -1.72579102218 42.6866948605 9468.78249385 2016-08-16-21:23:51 143.641 126.606 130.992 129.58 35.0632 22.4646 24.2868 22.3713 5.59818628242 7 2.11993 1.81182
250 945906 652.625 3.0 9.16441 656.60375 16 10.8581371307 0.0 23.747625947 -1.52984699234 58.7241292 9468.78229921 2016-08-16-21:23:51 139.118 127.276 132.996 128.852 33.5782 21.8516 30.2601 22.2166 1.90532886982 10 2.518 2.08611
250 945878 699.882 3.0 9.37591 708.22325 16 12.2087955475 0.0210049003363 24.6254399419 -5.70135749876 55.0628483295 9468.78228674 2016-08-16-21:23:51 138.181 127.383 132.507 128.722 33.2666 21.8286 30.0291 22.1795 2.14690828323 10 2.29934 1.91571
252 946339 96.4581 3.0 11.1489 93.7393 14 13.0902393681 7.84961939569 31.5375238657 0.721446657553 49.5549529791 9468.78249207 2016-08-16-21:23:51 142.685 127.515 130.302 129.302 35.4034 21.234 26.2013 22.1323 10.9230451746 7 1.90372 1.59945
258 946909 73.6533 4.0 9.16677 75.4298 32 18.4340469883 17.046421681 19.1326081753 -0.743649248034 66.06580019 9468.78274595 2016-08-16-21:23:51 129.061 126.261 129.555 127.432 24.0762 22.2439 26.8315 21.7304 9.83801853185 4 2.28187 1.79129
250 946114 768.205 4.0 9.44213 750.528 32 15.3904632365 13.7042602134 52.6073157787 -1.55574763194 37.7182364464 9468.78239185 2016-08-16-21:23:51 136.202 127.001 133.113 128.508 31.7705 21.9297 31.0341 22.211 2.73154804158 10 2.20778 1.67339
276 953823 96.4581 3.0 9.01628 97.855825 16 12.6434726715 10.9530944824 69.6497321129 24.9506995082 1.95323508233 9468.78582547 2016-08-16-21:23:51 143.265 129.445 126.495 126.859 34.5479 26.5551 20.9011 21.5756 2.89951229095 8 2.08984 1.75391
270 947158 594.492 4.0 9.01263 608.526 32 19.2594940279 7.39413588117 44.8802143335 8.5715636611 35.0470155478 9468.78285686 2016-08-16-21:23:51 128.627 128.178 133.964 127.175 27.3085 23.0705 31.1321 22.3449 11.9404597847 7 2.18443 1.60283
268 946850 668.015 4.0 9.00049 683.765 32 14.9782576171 6.06135812231 9.97772589326 -1.89328752458 70.4566180706 9468.78271968 2016-08-16-21:23:51 127.218 127.693 135.545 128.305 27.4058 23.1508 33.1673 22.1888 2.24964839356 10 2.55388 2.19293
276 947275 159.723 3.0 9.35639 160.772625 16 8.83266735077 4.84610843658 44.0264850855 23.0112269521 34.5168411732 9468.78290897 2016-08-16-21:23:51 148.775 131.731 134.53 129.465 40.7454 23.6934 29.0984 22.3931 5.20920276642 9 2.1531 1.77163
277 947315 71.3292 3.0 12.8107 70.194825 16 11.807844162 8.08459854126 40.8901542425 19.4328725338 36.9217276573 9468.78292679 2016-08-16-21:23:51 145.711 133.4 136.945 130.062 38.2923 25.1875 32.5687 22.2033 5.85171842575 10 1.78554 1.56404
281 947334 493.123 3.0 9.70508 496.141125 16 12.3579111099 8.05324459076 23.8589212298 23.6608833075 34.7133159637 9468.78293525 2016-08-16-21:23:51 132.198 132.191 134.884 129.465 28.5162 24.7452 30.1822 22.6474 7.22522640228 7 1.99852 1.62223
273 947182 904.069 5.0 11.4975 904.312 64 25.3726844788 11.0447874069 54.8670709133 1.23513480648 33.355525136 9468.78286755 2016-08-16-21:23:51 134.56 126.947 134.6 128.081 33.3592 23.2167 31.2752 22.3804 2.83141279221 10 2.2218 1.79169
279 947185 947.1 4.0 12.0368 936.34525 32 20.1873450967 2.57871851126 40.4505252838 13.6715784669 32.6484203339 9468.78286888 2016-08-16-21:23:51 133.936 128.899 133.597 127.495 31.7405 23.8788 32.4959 22.4603 6.05452965851 10 2.01392 1.675
281 947172 1039.37 3.0 9.21201 1051.725 16 10.8681631088 3.18830013275 23.8464802504 19.9553474784 29.3110787868 9468.78286309 2016-08-16-21:23:51 132.659 129.162 129.23 128.088 29.7187 23.9754 28.7784 22.4628 5.50446462631 9 2.15362 1.60295
285 947893 315.313 3.0 9.09684 317.2675 16 17.155796051 5.25540733337 45.4817205667 -2.34882123768 40.1947379112 9468.78318423 2016-08-16-21:23:51 131.592 124.68 133.174 127.74 30.2742 22.6435 31.9275 22.1778 2.13030147552 10 2.06294 1.78523
284 947170 969.373 3.0 9.46005 947.1 16 11.818145752 0.290914535522 33.0311626196 12.9933893681 33.4844201803 9468.7828622 2016-08-16-21:23:51 130.432 129.964 135.34 127.206 30.2657 24.1822 33.6693 22.4809 3.16368293762 11 2.07596 1.75982
281 947134 1140.59 3.0 9.07971 1134.27125 16 10.818277359 3.25966286659 20.8018228412 17.4867913127 24.1997301579 9468.78284617 2016-08-16-21:23:51 132.625 128.81 129.21 128.042 29.5954 23.9344 28.4131 22.4093 7.67327976227 8 2.05171 1.47661
286 947491 96.4581 5.0 9.39209 93.7393 40 13.087791259 12.3740796766 8.17333757877 13.3162230253 70.7319498062 9468.78300518 2016-08-16-21:23:51 128.151 139.663 140.54 128.847 28.7203 23.8505 34.4861 22.5265 5.17865489393 7 2.97501 2.41745
286 947312 554.276 4.0 10.1362 554.4255 32 14.8464829665 4.42012342642 30.3235858679 8.03436860442 50.7788181305 9468.78292545 2016-08-16-21:23:51 130.135 133.834 140.728 128.058 28.2301 23.8595 35.1841 22.6438 1.91967127567 10 2.47691 2.09964
285 947397 947.1 4.0 9.19969 969.373 32 14.5027427109 9.13523568015 17.8195819259 15.5697718263 45.039576292 9468.78296331 2016-08-16-21:23:51 131.882 129.594 135.234 127.926 30.4403 23.8577 31.9312 22.4646 6.08510534264 11 2.44753 1.94942
288 948069 159.723 3.0 11.9442 160.772625 16 15.2683172226 10.9532775879 44.036257267 -3.63936014473 45.787268877 9468.78326262 2016-08-16-21:23:51 137.393 125.198 131.163 126.315 32.1273 22.5154 34.6404 21.8884 1.07918524742 11 1.93336 1.71591
288 947861 652.625 3.0 9.87288 656.60375 16 12.6844539642 9.04420757294 30.2507549524 3.01659125835 51.7911016941 9468.78316998 2016-08-16-21:23:51 134.386 125.785 130.176 126.789 31.7452 22.5318 29.5712 22.1945 3.21195721626 10 2.02929 1.63728
290 947838 470.563 5.0 11.1383 470.689 64 24.8215255737 12.5430335999 65.580701828 0.494957482442 27.5363653898 9468.78315973 2016-08-16-21:23:51 135.963 128.664 135.138 127.387 32.2623 23.1985 33.258 22.4803 0.534522891045 11 2.19589 1.77548
289 947760 1015.5 4.0 9.60165 1021.66925 32 18.0011226526 13.6605043668 45.3200370073 2.55565866828 48.7384051085 9468.78312499 2016-08-16-21:23:51 134.824 127.415 131.564 127.158 31.5002 22.8363 29.5662 22.0789 1.17901197844 11 2.15076 1.75842
284 947055 1857.14 4.0 10.5263 1879.1825 32 19.8989959154 1.50855338221 24.9661937356 16.7125761509 39.7555977106 9468.78281098 2016-08-16-21:23:51 127.892 127.922 130.554 126.696 29.0203 23.2869 28.569 22.0454 6.53977205738 11 2.08815 1.66076
291 947881 389.991 4.0 12.9125 396.979375 32 22.7818133795 9.13275272501 57.9514205456 2.97119189054 32.8186780214 9468.78317888 2016-08-16-21:23:51 145.303 129.289 134.269 127.379 35.5894 23.7723 29.3796 22.3413 3.63050221957 9 2.08949 1.78621
285 947101 1732.25 4.0 9.4511 1762.87 32 15.4614277398 0.0 14.1285434365 17.0188963413 40.8689707518 9468.78283147 2016-08-16-21:23:51 129.505 128.352 132.014 127.455 28.8858 23.1248 28.6044 22.1485 6.05077892616 9 2.61577 2.09139
333 949372 554.276 2.0 9.10954 557.662625 8 9.46046436549 5.33224124531 72.4785149097 0.999824609607 10.9279073775 9468.78384298 2016-08-16-21:23:51 148.023 125.142 126.522 125.718 37.5379 21.9414 24.6389 21.5009 4.25043852844 7 2.04164 1.81335
5 959550 969.373 3.0 10.7522 964.0005 16 11.7371120453 3.1825633049 48.3397275209 44.2915737629 -2.3944966495 9468.78837631 2016-08-16-21:23:51 130.926 132.261 127.242 127.498 26.6842 27.2897 20.7791 21.1882 4.89615249634 8 2.23644 1.78009
9 956193 862.983 3.0 9.96421 848.159375 16 10.7637491226 0.0 49.930536747 37.4548494816 -0.986385066062 9468.78688108 2016-08-16-21:23:51 133.439 130.121 126.462 127.488 27.8414 26.5284 20.7602 21.2683 4.25825691223 10 2.35516 1.76218
12 958616 1311.13 5.0 9.48595 1311.475 32 13.4475501655 0.0 62.9750013351 22.4827796221 2.10510026664 9468.78796029 2016-08-16-21:23:51 129.021 131.161 127.509 127.115 25.0692 28.803 21.12 21.2446 4.48146293822 9 2.94858 1.87606
6 958599 1772.92 5.0 9.58412 1752.8225 32 11.7467407306 3.0577454301 31.658026576 53.0796945095 -0.957736559212 9468.78795272 2016-08-16-21:23:51 129.977 131.637 127.379 127.747 25.8859 27.935 20.7115 21.2592 3.66551579826 9 3.2266 1.72062
13 958638 1405.7 5.0 10.2406 1438.71 56 15.1210216882 2.38100323805 67.565459013 18.0833891034 -0.0468481593998 9468.7879701 2016-08-16-21:23:51 128.414 129.412 127.448 126.985 24.9097 28.0464 20.9775 21.1233 5.37906782884 9 2.81021 1.7405
22 955320 992.168 5.0 10.2749 1015.5 48 15.8749068608 4.57807644424 47.9355245829 30.4502725601 3.25877480209 9468.78649224 2016-08-16-21:23:51 123.666 125.702 127.259 127.448 23.1428 23.8614 21.0693 21.1446 10.492991619 3 2.71006 1.56981
21 955231 1281.03 5.0 9.46286 1303.6925 56 13.6223965639 2.10369525655 58.2355797291 14.6505370736 1.75342131406 9468.7864526 2016-08-16-21:23:51 126.198 126.019 127.211 128.135 24.7604 24.447 20.6851 21.1523 5.21920901762 6 3.1894 1.92976
16 959150 1900.73 5.0 9.1262 1912.27125 48 15.6104715222 2.32397364079 8.65144506097 70.9775269032 5.54168149829 9468.78819814 2016-08-16-21:23:51 128.062 128.606 129.199 128.462 23.9429 25.32 21.0375 21.1853 10.5153516525 4 2.99204 1.8802
43 959027 159.723 3.0 9.14848 157.75425 8 9.4927414336 5.97148553125 34.5013469458 49.8652279377 3.28350886703 9468.78814336 2016-08-16-21:23:51 130.618 137.749 128.503 127.497 23.7731 33.0635 20.8779 21.2207 5.46688997388 7 2.55145 1.79423
33 958054 1140.59 3.0 9.61932 1160.76625 16 11.8391685486 3.20383119583 43.7175631523 44.1882908344 -0.156910077203 9468.78770998 2016-08-16-21:23:51 131.459 129.852 128.267 128.374 25.4454 28.3424 21.0675 21.1918 1.7481263876 10 2.14882 1.71394
38 957447 1015.5 4.0 10.8742 1009.86875 32 12.4314658494 0.847414651404 75.8425295353 23.2376754284 1.97939667851 9468.78743962 2016-08-16-21:23:51 132.595 134.403 127.892 127.844 26.0543 30.8965 21.1561 21.2626 4.25698477695 9 2.55785 1.69737
50 958080 1039.37 5.0 12.4255 1015.5 40 15.4497669693 4.86246965045 32.0039987564 61.2081646919 2.09987647831 9468.78772156 2016-08-16-21:23:51 134.462 133.302 128.078 128.593 25.3108 29.9416 21.2828 21.3081 4.29134217648 9 2.59754 1.67687
36 958203 1991.01 4.0 12.182 1968.4475 32 17.4621932609 7.91025067799 33.9871257544 59.3939781189 0.898712687194 9468.78777634 2016-08-16-21:23:51 128.806 128.789 128.38 127.5 26.1706 26.9038 20.8846 21.252 3.63817328317 10 2.36497 1.71354
44 958616 1772.92 5.0 10.1161 1804.25375 64 17.7680130005 5.59007501602 33.9141428471 53.9814829826 1.36363636702 9468.78796029 2016-08-16-21:23:51 128.888 128.503 127.958 128.825 24.743 25.9857 20.899 21.3813 7.48991298676 7 2.77985 1.65031
64 959900 418.49 5.0 9.22214 411.229625 64 14.0658044815 11.9847021103 43.2284861803 42.2492593527 1.83382797986 9468.78853219 2016-08-16-21:23:51 123.739 127.845 128.897 128.247 23.4633 24.9732 20.6684 21.2708 9.17147827148 5 3.35595 2.06058
53 957938 2037.74 5.0 10.311 2017.97555 64 17.8092784882 0.0 62.5777482986 29.5309275389 1.81409809738 9468.78765831 2016-08-16-21:23:51 127.916 129.395 128.151 127.475 24.0179 26.8753 21.1698 21.2073 5.67947006226 8 2.87721 1.9342
57 959314 1373.44 5.0 9.31086 1349.8925 64 16.4172458649 7.05239629745 11.1815415323 68.646043539 1.11561864614 9468.78827119 2016-08-16-21:23:51 128.67 127.471 128.759 128.225 23.7226 24.0158 20.7897 21.3223 11.2214164734 4 3.00602 1.74141
67 958687 1281.03 4.0 9.04131 1296.255 32 10.4970300269 4.54304521587 44.4252461195 31.1295002699 6.60240054131 9468.78799192 2016-08-16-21:23:51 130.168 130.95 128.043 129.072 25.4982 28.5362 20.6346 21.4365 3.34303002982 10 2.77285 1.57613
55 958031 2037.74 5.0 12.2868 2058.423875 64 18.9111156464 0.0 70.4401731491 17.4580156803 0.0563811336178 9468.78769973 2016-08-16-21:23:51 128.89 129.945 128.095 128.494 24.238 28.0299 20.9639 21.2584 9.33584117889 7 2.82664 1.94603
70 958664 1167.39 4.0 10.9874 1167.705 32 13.3971182581 3.44576078143 28.7065535784 57.6233029366 1.1035207659 9468.78798168 2016-08-16-21:23:51 130.211 129.083 127.748 128.077 26.6545 27.6209 21.0232 21.2419 4.88176898493 9 2.44303 1.58251
71 958730 1088.81 5.0 9.02647 1108.075 48 11.6746288123 2.13278103911 30.7676553726 61.1395418644 -1.03036509827 9468.78801107 2016-08-16-21:23:51 128.801 129.207 128.423 128.684 25.8774 27.4219 20.8478 21.2891 1.22297421081 9 3.29308 1.75149
72 957453 1088.81 5.0 10.4429 1108.075 64 14.5575037003 2.09886646271 22.4536925554 55.3139269352 -0.553283607587 9468.78744229 2016-08-16-21:23:51 126.939 126.385 128.425 129.536 24.7267 25.6404 20.8203 21.33 8.30164051056 5 2.77678 1.63181
70 957310 1311.13 4.0 9.1846 1326.6975 32 11.2940040044 1.51965216471 31.6994458437 51.3666152954 -1.42208775505 9468.7873786 2016-08-16-21:23:51 128.472 127.626 127.792 128.299 23.8308 27.2569 20.8178 21.2754 6.49278068152 7 2.64297 1.52366
73 957454 1281.03 4.0 9.92714 1311.13 32 13.1078195925 1.96435418435 34.8970144987 42.9424136877 5.31315691769 9468.78744274 2016-08-16-21:23:51 126.814 127.091 128.302 128.935 24.215 26.1632 21.0873 21.3529 9.39035898355 6 2.58238 1.55003
75 958872 1251.63 4.0 10.202 1222.9 32 14.7549494524 1.17871577039 50.3759384155 44.9670106173 3.23768593371 9468.78807432 2016-08-16-21:23:51 127.499 128.352 128.302 128.521 24.9547 25.6421 20.8822 21.3022 4.92227042048 6 2.4504 1.61816
74 958809 1373.44 5.0 9.98898 1397.7275 40 13.9696363619 0.93025181257 36.9662284851 51.8420338631 -1.80016737431 9468.78804626 2016-08-16-21:23:51 127.633 128.073 128.34 129.046 24.5746 25.5916 20.9158 21.3147 5.82689020886 7 2.92823 1.76747
75 957503 1438.71 5.0 9.73091 1464.15 48 14.7552401616 4.10892676782 30.6646734476 53.1737744808 2.97866798937 9468.78746456 2016-08-16-21:23:51 126.662 127.292 128.665 128.556 24.0909 26.3406 21.0285 21.3159 8.51958789884 4 3.09735 1.66668
81 959131 1341.92 5.0 9.4618 1357.8625 56 14.9160470457 0.0 50.4737913609 28.7834793329 3.49454991519 9468.78818968 2016-08-16-21:23:51 131.05 128.235 128.58 128.201 24.2587 24.4697 20.7531 21.3514 9.35178225693 6 2.79384 1.38962
83 957925 1194.82 4.0 10.258 1167.39 32 14.100061605 1.06708630177 12.6063421369 68.1876778603 2.71547641605 9468.78765252 2016-08-16-21:23:51 127.818 126.255 127.762 128.448 23.2746 25.9113 20.8918 21.2333 6.42303540225 6 2.75934 1.85933
86 958094 1088.81 5.0 10.0952 1114.4 64 14.732167244 1.18121027946 27.4237334728 60.2725863457 2.04440187663 9468.7877278 2016-08-16-21:23:51 128.913 124.076 128.14 128.221 23.5891 24.3372 21.1937 21.2069 10.2916040421 4 2.91495 1.59377
82 959156 1438.71 5.0 9.26252 1430.75 40 13.5690474953 0.0 55.2627384663 33.0573260784 6.94267526269 9468.78820081 2016-08-16-21:23:51 130.515 127.58 128.594 127.813 24.1964 24.1017 20.739 21.2701 8.5303918823 6 3.24069 1.65379
87 958115 1140.59 5.0 10.2713 1147.51875 56 16.1000531707 2.27651842081 33.0252021551 52.3652136326 4.30696122348 9468.78773715 2016-08-16-21:23:51 129.304 124.583 127.869 127.798 23.8123 24.3524 20.9972 21.367 10.8438121016 5 2.6912 1.54147
129 959467 668.015 4.0 9.00998 664.3025 32 14.0087546724 0.0 0.525680789724 72.5525677204 5.67045845091 9468.78833934 2016-08-16-21:23:51 124.91 126.936 128.456 127.835 24.0054 24.4432 20.8722 21.3347 6.83828098947 5 2.55443 1.57796
87 959390 1472.5 4.0 9.7137 1455.8025 32 13.2614984661 0.0 52.3927032948 33.7269753218 1.69207714498 9468.78830504 2016-08-16-21:23:51 131.036 127.316 128.048 127.957 24.1707 23.5459 20.931 21.2675 8.8102477376 6 2.76387 1.80693
136 959166 1542.47 5.0 11.1519 1524.9825 40 15.6013281591 0.0 31.8579792976 42.4474328756 2.26128920913 9468.78820527 2016-08-16-21:23:51 125.381 128.166 127.63 127.845 22.9828 25.3132 20.7472 21.379 11.9832860731 4 2.63359 1.31053
137 959203 1578.69 5.0 11.0941 1606.59875 40 16.5324776948 0.0 33.9389204979 47.867423296 3.8939896971 9468.78822175 2016-08-16-21:23:51 125.544 128.307 127.785 127.907 22.9989 25.4496 20.6743 21.1586 9.45419858966 6 2.71448 1.54867
138 959243 1578.69 5.0 11.5055 1588.27625 56 17.2575191321 0.0 31.4482629299 54.4643759727 -0.55234618485 9468.78823956 2016-08-16-21:23:51 125.902 127.917 127.929 128.184 23.0406 24.7494 20.8458 21.2719 12.2891540141 5 2.55609 1.57893
139 959326 1405.7 5.0 11.7265 1406.075 32 16.3152230869 0.0 38.7499988079 43.4971094131 -0.267341034487 9468.78827653 2016-08-16-21:23:51 126.15 127.975 127.215 127.907 23.1172 24.613 20.4359 21.1377 11.4925554475 4 2.56972 1.39216
140 959366 1438.71 5.0 10.345 1422.4 40 13.7116747295 0.0 47.7615386248 37.3153835535 -0.153846153989 9468.78829435 2016-08-16-21:23:51 126.227 128.188 127.234 128.927 23.8843 24.5177 20.7726 21.2626 8.30872097602 5 2.96383 1.5592
141 959390 1542.47 5.0 10.0875 1578.69 48 13.7537848641 0.131802823541 41.7697697878 39.3386870623 -0.694595184177 9468.78830504 2016-08-16-21:23:51 127.572 127.813 126.799 128.32 23.8522 24.1138 20.9604 21.3075 6.52769158857 7 3.15489 1.57433
142 959430 1578.69 5.0 10.7175 1597.4375 32 15.4916669235 0.597375648774 40.8769011497 39.9458914995 2.05299593508 9468.78832285 2016-08-16-21:23:51 127.983 127.715 127.152 128.503 24.061 23.8323 20.8145 21.206 9.68182028822 5 2.75146 1.41042
