#FB samp H_DM H_W H_SNR DM W SNR SNR_0 F1 F2 F3 index utc MEANf1 MEANf2 MEANf3 MEANr STDf1 STDf2 STDf3 STDr SN_zap n_zap Mod_ind Mod_indT
331 906775 104.927 3.0 9.41667 107.133875 8 10.6151787701 5.90209563421 26.6666680574 37.5490188599 8.52941200137 9468.7648701 2016-08-16-21:23:51 129.838 123.12 126.87 125.885 22.1194 22.8879 21.1195 21.0987 10.0549851132 1 2.18352 1.37599
332 906779 133.532 5.0 10.1749 133.5675 32 13.1952557585 10.2591660266 28.8036644459 46.7397153378 6.99658691883 9468.76487189 2016-08-16-21:23:51 129.697 123.832 126.865 126.119 21.8794 22.1786 20.1532 21.1084 11.1509393931 2 2.99338 1.63019
9 925780 279.963 4.0 9.69657 273.359 32 15.5976800716 7.74326621289 31.6582918167 -3.00365462899 56.1957538128 9468.77333501 2016-08-16-21:23:51 131.597 126.7 128.868 131.721 28.1983 22.7003 24.9019 21.7854 9.85622731911 9 2.58044 2.03022
137 898971 862.983 3.0 9.14105 863.2145 12 10.0333384872 3.8109808363 52.2067844868 15.720063448 1.82873215526 9468.76139417 2016-08-16-21:23:51 133.13 129.033 127.528 128.355 28.2458 31.052 20.7884 21.3442 4.48868448831 10 2.43868 1.77273
43 926748 83.3458 3.0 9.14653 82.1141 16 11.3730278015 9.16372299194 40.8392369747 -3.76854203641 48.0021387339 9468.77376616 2016-08-16-21:23:51 137.592 126.867 132.924 127.613 27.9715 21.9134 25.8244 21.5978 2.14057135582 10 2.48889 1.97517
48 926889 117.009 3.0 9.92354 114.684375 16 12.9074430466 8.0261516571 25.9622633457 -0.237196777016 55.9245288372 9468.77382896 2016-08-16-21:23:51 134.167 127.863 134.485 127.765 27.2583 21.2486 29.3205 21.6389 3.05528259277 9 2.21348 1.88723
67 925750 354.906 3.0 11.0205 361.2845 16 14.1978778839 1.05207645893 10.5024211109 1.04923322797 72.9116201401 9468.77332165 2016-08-16-21:23:51 133.319 128.553 130.804 128.304 26.2364 22.2404 28.5432 21.7387 6.30434417725 7 2.22115 1.94963
53 925301 470.563 5.0 11.2224 465.177 48 18.7916121723 2.22842840848 27.1297901869 -1.06707317755 52.164632082 9468.77312166 2016-08-16-21:23:51 132.463 126.929 128.738 128.142 28.0215 22.3439 23.7147 21.8363 8.80656001488 9 2.61943 1.78908
188 899808 1281.03 4.0 9.0107 1296.255 20 10.8780428496 1.12114517132 17.6431775093 62.5758767128 2.45447345078 9468.76176698 2016-08-16-21:23:51 131.032 129.879 127.898 129.686 25.6163 29.7276 20.8175 21.4743 2.26782893031 8 3.12853 2.18213
78 926110 225.537 3.0 10.423 225.5975 16 13.319644928 1.84708881378 22.8323087096 -2.34259068966 55.1409780979 9468.77348199 2016-08-16-21:23:51 134.216 128.507 127.782 129.786 27.732 21.4926 25.0766 22.2215 8.82458686829 6 2.23715 1.89948
86 926334 279.963 4.0 11.992 286.717 32 17.2818330719 3.80235144251 28.4909039736 0.351601745933 52.9244363308 9468.77358176 2016-08-16-21:23:51 134.44 128.07 129.992 128.377 29.5219 22.0819 24.1667 21.9673 9.46605135173 7 2.39778 1.88823
85 926300 330.613 5.0 15.4487 336.570625 56 25.7698035525 3.65973762182 21.6884359717 -0.203492376022 66.7399942875 9468.77356662 2016-08-16-21:23:51 134.65 127.64 126.727 128.902 30.3998 22.2788 25.0863 21.8872 16.6088123657 8 2.30553 1.94151
130 899737 1507.08 4.0 9.17332 1516.23125 20 11.2655137216 3.51323555879 19.0164789557 62.8563940525 2.27569974959 9468.76173535 2016-08-16-21:23:51 128.716 126.636 127.299 127.744 24.4481 28.1941 20.5109 21.2851 2.26949290492 7 3.06111 2.18916
67 925171 1772.92 4.0 9.4424 1814.54 24 13.2543321119 4.12538850052 53.831833601 -0.0392003130401 36.3484919071 9468.77306376 2016-08-16-21:23:51 130.441 128.002 127.64 127.877 27.4441 22.2074 25.1235 21.471 0.604171561436 8 3.29098 2.54096
97 926085 1653.69 4.0 10.2078 1625.355 32 14.704351655 2.93997567141 32.9981386662 0.432029785588 24.1340786219 9468.77347086 2016-08-16-21:23:51 128.803 127.607 128.743 127.801 27.259 21.9607 26.0864 21.5503 2.86162198263 9 2.716 2.11939
90 925813 1814.54 3.0 9.73029 1804.5025 16 11.4192857742 0.0 44.8728352785 -0.98755415529 14.5427495241 9468.77334971 2016-08-16-21:23:51 130.273 127.573 128.913 127.964 27.6879 21.8515 25.5737 21.6274 3.77755975723 8 2.38639 1.97085
95 925889 1991.01 4.0 9.30771 1956.89875 28 14.3943253188 1.81753942067 37.9775643349 4.69914488494 15.4232367873 9468.77338356 2016-08-16-21:23:51 129.399 127.479 129.709 127.832 27.1768 21.8909 27.5183 21.4109 4.00127481871 11 2.52331 1.79884
138 928524 354.906 5.0 9.00675 355.001 48 14.0416406997 3.88113082993 26.6236841679 4.66236844659 49.9966055155 9468.7745572 2016-08-16-21:23:51 128.972 128.124 128.34 127.563 26.9548 21.8848 21.4416 21.1712 11.924802403 6 3.40928 2.10555
4 937468 315.313 3.0 10.4527 315.398 16 10.2504549026 5.86946201324 71.7338085175 0.715361442417 22.3550453782 9468.77854089 2016-08-16-21:23:51 152.323 126.12 129.335 127.097 41.9719 21.6823 22.181 21.2256 6.04145050049 8 2.05962 1.72323
99 926144 1653.69 4.0 9.2033 1654.14 24 12.4825196132 2.2028777591 39.6394520998 -2.82989200205 23.6453205347 9468.77349714 2016-08-16-21:23:51 129.144 127.925 127.239 128.723 28.3337 21.994 23.261 21.393 4.55193402138 9 2.98428 2.30094
98 926039 1857.14 4.0 9.39958 1836.0875 32 13.5962806619 0.871072267529 39.0886127949 1.39398388565 12.5621587038 9468.77345037 2016-08-16-21:23:51 129.238 127.847 127.735 128.864 28.2151 21.7968 23.1529 21.6243 3.42798458943 8 2.80865 2.01924
102 926238 1814.54 4.0 9.33136 1846.6125 32 13.4746495775 1.17960877781 22.0775038004 4.85608614981 43.2625830173 9468.773539 2016-08-16-21:23:51 127.603 127.452 128.293 127.78 26.7878 21.9553 24.397 21.4253 1.09218567729 10 2.94706 2.35613
41 947372 346.623 3.0 9.53426 352.858625 16 16.135219574 5.67227935791 21.3934421539 10.0182145834 47.2586512566 9468.78295217 2016-08-16-21:23:51 122.762 125.366 128.766 127.932 24.633 21.9637 26.2643 21.8701 9.71231937408 5 1.94952 1.58158
56 946086 209.689 3.0 11.1258 212.3 16 15.5104532242 6.74858570099 41.4479553699 1.27655779943 43.3851093054 9468.78237939 2016-08-16-21:23:51 124.702 128.63 130.142 129.825 29.3601 21.668 25.7149 22.237 9.35856056213 6 2.01543 1.702
55 946026 354.906 4.0 11.9467 350.812 32 25.1932955561 7.87496466207 35.9346181154 0.763653544709 45.3387111425 9468.78235266 2016-08-16-21:23:51 122.094 128.383 131.021 128.379 25.3133 22.1634 25.5287 21.9896 23.1494175179 2 1.92417 1.52786
54 945963 481.713 4.0 12.1462 479.023 32 24.1352275841 8.89022155124 49.9118477106 0.370239769109 36.6625517607 9468.7823246 2016-08-16-21:23:51 122.61 128.856 130.396 128.184 24.8519 21.8213 26.4991 21.9901 15.5139056238 5 1.85328 1.45385
77 946910 78.4176 3.0 10.0657 79.649275 16 15.5686559677 11.6719017029 29.2299509048 -1.59320235252 47.3605960608 9468.7827464 2016-08-16-21:23:51 130.774 128.393 128.358 129.635 24.6034 21.7964 26.0772 21.9041 8.81683444977 5 2.2368 1.79158
80 946998 236.704 3.0 10.0884 231.058 16 12.1940832138 2.83737540245 33.4097862244 1.45259937271 52.9379665852 9468.78278559 2016-08-16-21:23:51 130.151 127.48 133.357 128.841 25.0541 21.865 30.5303 22.0257 2.25852203369 9 1.95778 1.55279
88 947230 330.613 3.0 9.16121 328.745125 16 12.0031251907 3.66473317146 39.8589670658 13.2303565741 13.1296172738 9468.78288893 2016-08-16-21:23:51 132.732 128.53 129.134 129.584 29.5733 22.9576 25.6641 22.1539 5.40918827057 7 1.97652 1.50749
94 947468 225.537 4.0 9.26802 228.32775 32 16.0524600771 6.28098433838 44.1095352173 1.50380879641 43.6367213726 9468.78299493 2016-08-16-21:23:51 129.816 133.903 127.022 128.857 24.3916 25.6711 24.3799 22.0334 11.790640888 5 2.56728 2.01855
92 947371 322.876 4.0 9.2922 319.138 32 13.6773226453 8.60245770529 61.6080522537 11.3404691219 3.24286445975 9468.78295173 2016-08-16-21:23:51 132.592 132.051 127.316 129.352 28.2499 25.0104 24.5299 22.0889 3.5578990468 6 2.43355 1.78397
95 946919 64.5729 3.0 10.0345 65.689825 16 13.9288692474 11.8096647263 17.3804104328 3.72437350452 59.8405480385 9468.78275041 2016-08-16-21:23:51 129.005 128.346 127.085 128.146 23.6946 22.2969 24.2322 21.6838 8.33032798767 4 2.17683 1.7362
91 947325 459.665 4.0 9.5532 451.7085 32 16.1572513038 9.03454787058 66.4033949375 15.5664265156 5.46976290643 9468.78293124 2016-08-16-21:23:51 131.876 129.824 127.175 129.796 29.9511 24.2311 23.9202 22.1 8.13028487555 6 2.14432 1.55372
99 947709 137.043 5.0 9.38593 140.628 40 14.7274447232 11.3385695737 14.1645655036 15.4137060046 46.2010085583 9468.78310227 2016-08-16-21:23:51 130.469 131.801 128.936 128.592 24.8946 24.8413 23.2182 22.0635 10.9026851893 2 2.78104 1.95216
106 947925 260.589 3.0 9.96023 260.6595 16 12.9845933914 4.17113637924 32.2032272816 8.78006368876 37.583309412 9468.78319848 2016-08-16-21:23:51 132.59 133.454 125.903 130.868 28.7461 24.3398 26.0915 22.2752 10.9649915695 3 1.88669 1.46988
101 953434 300.692 3.0 9.2133 297.1995 16 11.9288101196 8.91987609863 61.875218153 32.414111495 4.97529581189 9468.78565221 2016-08-16-21:23:51 132.186 129.208 127.036 127.645 29.3168 26.0639 20.5621 21.0343 5.66249132156 6 2.13709 1.57228
101 945615 428.433 2.0 9.00826 426.0335 8 9.83783510876 4.43176270011 45.7807570696 8.69479477406 32.0977926254 9468.7821696 2016-08-16-21:23:51 135.047 127.601 127.445 128.029 31.1339 22.1265 23.0287 21.5446 5.73229980573 8 1.7945 1.44778
106 947801 608.526 4.0 10.4819 598.0415 24 17.1568437137 2.42777316976 22.9916512966 11.1057892442 37.0740383863 9468.78314325 2016-08-16-21:23:51 131.668 132.323 125.494 130.702 27.8935 23.4002 23.5107 21.8909 13.8935360211 5 2.1627 1.6073
108 947878 594.492 5.0 10.9208 591.182875 56 22.6332113278 6.06578079873 25.4501134157 10.0922860205 41.1318123341 9468.78317755 2016-08-16-21:23:51 129.031 131.79 127.448 129.442 26.9109 23.4437 24.2067 21.6851 11.7332012046 5 2.44352 1.84259
107 947841 594.492 5.0 9.46593 587.71425 64 20.3370456696 4.8629693985 36.4489614964 12.3495735228 33.4774315357 9468.78316107 2016-08-16-21:23:51 129.265 131.706 126.748 129.175 28.3954 23.8191 23.8929 21.7617 9.86497211456 8 2.54906 1.72113
110 947962 567.374 5.0 11.5291 574.15175 64 25.6217670441 4.69645500183 17.0363247395 9.85203310847 56.4320504665 9468.78321496 2016-08-16-21:23:51 127.994 132.485 129.054 128.513 26.3941 23.2689 23.7788 21.8615 16.6995296478 7 2.31929 1.79618
112 948127 56.0194 2.0 10.1878 53.9535 6 7.98737023424 5.12521362775 51.1814653873 2.91351228952 11.1952282488 9468.78328845 2016-08-16-21:23:51 136.208 133.912 133.776 130.633 31.2247 24.0356 30.6872 21.7559 3.87033337831 10 1.74921 1.47213
111 948038 438.606 5.0 12.8566 449.015 56 24.9813490408 10.3989727782 36.7346942425 11.4120982587 37.6712113619 9468.78324881 2016-08-16-21:23:51 130.303 132.286 128.807 129.008 27.0053 23.0879 25.4852 21.504 10.5192497167 7 2.05396 1.49743
112 948049 481.713 3.0 9.54116 476.203 16 13.1220426559 6.05435800552 47.1873402596 11.0362432897 23.2567638159 9468.78325371 2016-08-16-21:23:51 129.331 132.442 130.895 130.265 28.6528 23.3304 27.1011 21.6344 6.02119731903 8 1.98424 1.47821
111 945935 580.777 3.0 10.2111 594.492 16 16.4238510132 3.13039851189 57.0477843285 0.887327827513 30.9363156557 9468.78231213 2016-08-16-21:23:51 131.838 128.241 126.31 127.793 30.2976 21.4943 22.9801 21.7646 8.25859069824 7 2.05262 1.69847
125 945593 428.433 3.0 10.4318 436.0915 16 15.4371356964 6.37934398651 59.6155703068 2.59777326137 19.8877155781 9468.7821598 2016-08-16-21:23:51 132.469 128.398 131.493 129.936 30.2942 22.2847 26.069 21.7439 7.3957324028 7 2.03563 1.61141
127 948036 315.313 2.0 9.00484 313.5285 8 11.4959002214 1.92319525797 26.7326742411 5.29252924025 40.0360047817 9468.78324792 2016-08-16-21:23:51 123.354 128.102 129.501 129.109 25.5431 22.2797 29.6216 21.6631 4.49979648015 5 1.80579 1.53115
116 947519 594.492 5.0 11.0601 608.526 56 19.4190743565 0.0 21.9391226768 8.51063802838 56.0725390911 9468.78301765 2016-08-16-21:23:51 127.558 130.076 129.436 128.12 31.0247 23.1336 28.025 22.0627 5.32332043539 9 2.61009 1.92182
128 948131 172.192 5.0 10.4489 172.2385 56 19.9459035369 15.2952516636 24.3516385555 4.63699176908 53.5371899605 9468.78329024 2016-08-16-21:23:51 120.106 127.976 126.848 128.875 24.4654 22.9831 24.5452 21.7471 13.9263727863 4 2.44117 1.85804
126 947938 493.123 3.0 9.08524 487.48425 16 12.8516206741 0.694888651371 -0.0226398013183 14.2743945122 62.5537693501 9468.78320427 2016-08-16-21:23:51 125.75 129.813 129.024 129.269 25.7426 23.4327 27.8119 21.691 6.33648443222 5 2.12113 1.70268
137 945627 418.49 3.0 9.47789 413.68725 16 9.44416236877 1.7260491848 47.8710263968 3.19065265357 30.1763832569 9468.78217494 2016-08-16-21:23:51 145.091 127.473 129.572 129.371 36.6587 21.5872 24.6378 22.2286 4.42423772812 7 2.42855 1.99909
130 945534 637.585 5.0 9.52011 641.473625 64 16.1993083954 6.19265222549 59.8290920258 -1.60560999066 23.5323414207 9468.78213352 2016-08-16-21:23:51 133.227 128.032 128.227 128.774 32.5884 22.0272 23.1512 21.9009 5.57099914551 6 2.63607 1.91299
141 945960 528.968 5.0 12.4203 519.835625 56 27.1477775742 8.13988459357 42.97491014 1.94041840732 41.909468174 9468.78232326 2016-08-16-21:23:51 127.927 129.259 127.379 129.349 26.924 22.255 23.0462 22.027 14.5348645575 7 2.14916 1.60673
139 945855 768.205 5.0 9.85484 768.4115 64 19.0508842468 5.87465953827 45.1886951923 -0.392092810944 38.3041977882 9468.78227649 2016-08-16-21:23:51 131.888 128.526 128.51 129.034 30.9494 22.2276 24.2979 21.9937 7.33006858826 7 2.62299 1.93808
148 947469 389.991 3.0 10.0247 380.917 16 16.1154022217 6.50043678284 69.491058588 23.7322330475 -2.82439254224 9468.78299538 2016-08-16-21:23:51 132.678 129.75 126.762 128.456 29.9863 23.1646 23.6936 21.8549 6.96104288101 5 2.13951 1.7763
146 947241 652.625 4.0 9.3238 645.1925 32 19.7023137693 6.2640905328 48.756057024 5.54738976061 28.6188691854 9468.78289383 2016-08-16-21:23:51 130.542 130.302 127.472 128.419 28.2162 23.1016 25.4164 21.7431 5.15504139565 8 2.21088 1.66227
166 946994 254.416 2.0 9.36821 248.379 8 9.49182768993 2.96893257939 3.29258665442 8.83280783892 51.9716084003 9468.78278381 2016-08-16-21:23:51 140.223 149.285 138.146 143.957 25.893 22.589 34.5497 23.0643 3.45488506837 6 1.84483 1.58746
161 942910 541.477 5.0 11.3119 538.4585 64 18.6570682526 10.7692308426 72.7199316025 1.81382708251 13.4826019406 9468.78096478 2016-08-16-21:23:51 147.521 130.161 129.262 129.534 37.118 22.1782 26.3415 21.7743 5.20136165619 8 2.37848 1.94698
172 947324 51.9141 3.0 14.8453 49.8998 16 12.0409698486 10.9323034286 42.8507238626 0.39789499715 41.9843405485 9468.7829308 2016-08-16-21:23:51 149.483 129.034 130.706 129.66 45.2423 22.8323 27.9956 22.5514 8.51232337952 8 1.77877 1.58143
166 946866 652.625 4.0 9.97875 668.015 32 16.842781596 5.30289220306 9.75071191788 8.37352573872 55.7440876961 9468.7827268 2016-08-16-21:23:51 139.566 148.624 132.396 143.691 26.2336 23.4387 27.2119 23.0086 13.0920330689 3 2.36904 1.80966
172 943366 399.274 5.0 10.7634 401.729125 64 16.1369419098 4.36062431335 46.8547046185 1.30203496665 39.4228994846 9468.78116788 2016-08-16-21:23:51 153.198 129.978 127.912 130.005 37.3559 21.3587 23.0749 22.0425 11.5130243301 7 2.51487 1.82335
176 947225 768.205 5.0 15.9889 772.882375 64 33.6226577759 2.89304828644 32.2343140841 13.1278797984 41.4877980947 9468.7828867 2016-08-16-21:23:51 133.204 130.423 129.664 128.805 31.4271 23.2538 27.6353 22.0374 13.2672729492 10 1.84291 1.44536
178 947298 668.015 3.0 14.232 672.0875 16 19.0569972992 9.85318470001 39.4475638866 8.5869140923 33.5183501244 9468.78291921 2016-08-16-21:23:51 136.219 132.681 130.57 129.435 34.8998 24.1545 29.5302 22.485 7.58491706848 10 1.59803 1.38454
177 947256 750.528 5.0 15.6451 763.83625 64 36.7297363281 8.18610477448 35.847812891 9.49332341552 43.0510342121 9468.78290051 2016-08-16-21:23:51 134.959 131.869 128.951 129.059 31.4411 23.6592 27.7423 22.1844 14.9050045013 10 1.86407 1.55315
182 947720 80.8605 5.0 9.52869 80.265675 64 19.9512481689 19.2330551147 7.81591534615 4.58981059492 63.3215308189 9468.78310718 2016-08-16-21:23:51 129.554 131.445 127.544 128.458 24.9448 24.6107 23.0504 21.7502 16.9415798187 1 2.57934 2.05308
181 943705 380.917 4.0 10.8715 374.290875 32 12.3359118631 4.97235132892 60.9323918819 -3.35477925837 30.1981210709 9468.78131888 2016-08-16-21:23:51 165.905 128.953 129.13 128.919 38.8307 21.5215 23.4436 21.7216 6.37672646816 8 2.3349 1.87652
137 945820 1900.73 5.0 9.26408 1890.21875 64 22.090385437 8.90511894226 65.5717134476 4.86791320145 5.22080399096 9468.78226091 2016-08-16-21:23:51 129.568 127.426 127.299 128.083 28.2934 22.3771 24.8446 21.918 3.76759982109 7 2.68796 2.09326
180 947262 750.528 3.0 10.1671 741.9925 16 14.1503696442 3.43388104439 68.4446454048 3.74199450016 19.6614816785 9468.78290318 2016-08-16-21:23:51 133.861 133.955 129.004 129.302 33.0061 24.731 26.5456 21.9358 3.07787203789 9 2.05013 1.70939
186 947880 56.0194 3.0 10.1161 56.553125 14 11.3199089111 9.51753287844 61.8467569351 2.24950890988 14.4891947508 9468.78317844 2016-08-16-21:23:51 139.645 129.892 127.413 129.809 31.0148 24.2422 26.0826 22.529 3.8981117634 8 2.0426 1.66612
182 947454 750.528 5.0 10.5749 737.62375 64 22.582736969 14.6957054138 30.4110229015 15.3629124165 46.9024717808 9468.7829887 2016-08-16-21:23:51 131.988 133.535 131.109 129.697 28.2462 24.2946 28.0619 22.2061 13.141664505 7 2.38641 1.70207
189 947916 242.476 5.0 10.4045 246.919625 64 19.844575882 13.3643808365 21.2864160538 4.37519997358 55.6370735168 9468.78319447 2016-08-16-21:23:51 135.724 129.483 122.891 128.634 30.8397 22.6021 26.3265 21.8565 12.143324852 8 2.2923 1.82761
183 947398 925.336 4.0 12.7307 920.205625 32 22.326365768 5.98713785926 52.1096169949 6.13279901445 29.2320162058 9468.78296375 2016-08-16-21:23:51 132.25 135.004 131.774 130.144 29.9992 24.3192 29.9987 22.3106 9.34965861488 9 2.23696 1.82662
190 947996 80.8605 5.0 12.9444 79.033625 48 15.8816187251 11.7995168396 19.5461437106 3.90694215894 61.2392485142 9468.78323011 2016-08-16-21:23:51 138.728 131.131 127.654 128.453 34.6199 23.7011 30.1234 21.999 6.62633672209 11 2.13156 1.77284
192 948087 117.009 4.0 16.2755 117.0405 32 22.709746989 21.5214405347 50.5694806576 -0.620993599296 39.5232379436 9468.78327063 2016-08-16-21:23:51 138.119 131.607 134.516 128.436 32.6367 24.7021 36.8375 22.2073 -0.138644586987 11 1.74799 1.62099
184 947392 1039.37 4.0 12.4395 1015.5 32 21.3271995341 7.25018112844 64.6226227283 2.1076451987 20.4419404268 9468.78296108 2016-08-16-21:23:51 133.338 133.285 128.392 129.387 30.0432 24.3575 25.2443 22.0529 6.19633391043 7 2.30271 1.93489
194 948145 80.8605 5.0 13.478 78.4176 64 26.501285553 24.2739009857 47.4616497755 5.87168298662 39.8342847824 9468.78329647 2016-08-16-21:23:51 134.09 130.986 129.015 127.587 27.4783 24.5685 27.9962 21.3164 13.1154155731 8 2.00427 1.58329
188 947451 786.295 4.0 9.86314 791.08125 32 15.9500236791 6.02092884217 50.4807710648 15.1715472341 23.2572108507 9468.78298736 2016-08-16-21:23:51 134.4 132.578 128.155 129.533 30.7033 24.1691 26.7817 22.3028 6.32619003657 8 2.26465 1.59542
198 948085 126.721 4.0 10.4712 124.253125 32 13.0589521761 7.43374717527 52.9881834984 -0.10295631364 36.6426438093 9468.78326975 2016-08-16-21:23:51 143.505 140.343 128.207 129.559 35.2311 25.7692 30.9581 21.3669 4.89754674196 12 2.12847 1.66352
200 948095 102.051 3.0 11.3744 102.789875 16 11.1178216934 9.5765542984 55.315130949 8.81847813725 26.1720776558 9468.7832742 2016-08-16-21:23:51 139.033 142.402 133.686 129.832 34.8136 25.5973 30.8621 21.7692 2.7019777298 9 2.15507 1.87785
201 948131 60.2355 3.0 10.7413 58.1129 16 11.8269271851 11.4630031586 38.6433124542 20.3595593572 35.6871455908 9468.78329024 2016-08-16-21:23:51 138.576 140.281 132.944 129.099 31.5143 24.3332 28.3354 21.9354 5.61085414886 8 1.91736 1.57799
195 947999 594.492 5.0 10.4801 605.057375 56 22.0863771117 4.60277263108 24.8020768166 19.539436698 51.6080260277 9468.78323144 2016-08-16-21:23:51 134.77 131.551 128.625 128.302 28.8805 24.1871 24.8123 21.6456 15.1730070501 10 2.26867 1.51596
216 946040 322.876 3.0 9.75171 330.613 16 13.9187917709 1.11529970169 24.2386460304 2.25289408118 70.3740000725 9468.7823589 2016-08-16-21:23:51 138.661 127.282 130.924 127.594 29.7904 21.6485 30.6628 21.8749 1.47836506367 10 2.05588 1.78919
224 949261 363.379 3.0 9.13964 365.61975 16 14.254992485 8.45419406891 68.1904017925 1.43558746204 20.8065733314 9468.78379354 2016-08-16-21:23:51 139.146 128.281 126.413 127.734 32.5801 22.3551 22.9811 21.4225 3.51058101654 7 2.0207 1.64926
225 949324 190.123 4.0 11.6294 185.493 32 24.3278784684 9.44241944518 54.274135828 -2.68156882375 38.487675786 9468.7838216 2016-08-16-21:23:51 141.289 128.785 123.842 128.079 34.2598 21.8468 22.5506 21.259 15.8491787461 5 2.01472 1.69051
225 945332 260.589 3.0 9.5341 263.78125 16 9.56972408295 4.78409290314 56.6365897655 -0.520881777629 33.299228549 9468.78204355 2016-08-16-21:23:51 149.191 126.924 130.276 130.572 38.3899 21.8159 25.6617 22.3928 1.49504947662 8 2.32094 2.04781
226 949358 123.419 4.0 10.5161 120.999375 32 15.9563248015 13.4383547347 60.8624637127 1.78640037775 27.68920362 9468.78383674 2016-08-16-21:23:51 142.302 127.489 123.39 127.687 35.8561 21.9409 22.3139 21.471 12.1578741341 6 2.1323 1.78866
228 945599 470.563 3.0 9.8205 476.201 16 12.1111478806 7.43077754974 47.648525238 0.776124931872 40.8851534128 9468.78216247 2016-08-16-21:23:51 138.329 127.283 126.998 128.34 34.0592 21.6289 24.5104 22.2194 1.6084010601 9 2.05566 1.65445
232 945741 126.721 2.0 10.5304 126.7555 8 6.76184616241 6.58769201262 30.5006802082 -0.6982288789 46.1171656847 9468.78222572 2016-08-16-21:23:51 149.367 127.242 134.874 130.138 41.5988 21.716 29.5596 21.9083 4.29243297395 9 1.70353 1.47204
216 945812 904.069 5.0 9.48615 888.544 64 23.0697879791 2.02200579643 32.9042643309 0.272294087335 58.7814867496 9468.78225734 2016-08-16-21:23:51 131.283 127.854 127.462 127.428 27.9484 21.7676 23.5905 21.6784 13.7086229324 7 2.45731 1.83098
228 945494 768.205 5.0 9.46853 772.882375 64 19.0460567474 7.05028247833 58.7340176105 0.167056464124 26.6075402498 9468.78211571 2016-08-16-21:23:51 135.643 127.446 126.628 128.33 31.7313 21.8439 23.5254 21.8886 6.6835899353 7 2.54606 1.87395
233 945602 428.433 3.0 10.0101 433.577 16 8.17247962952 3.9811630249 49.3415266275 -2.06809099764 37.76217103 9468.78216381 2016-08-16-21:23:51 154.412 127.216 131.206 129.875 40.0823 22.0955 27.9324 22.4531 1.63332545757 11 2.42911 2.07325
231 945462 768.205 5.0 10.3219 750.528 64 20.0174732208 5.44260406494 63.1339013577 -1.03042731062 24.1098403931 9468.78210145 2016-08-16-21:23:51 136.663 127.829 129.023 128.887 33.4606 21.4639 24.8079 22.2774 4.60677194595 8 2.46644 1.94156
232 945489 768.205 5.0 11.0849 763.940625 64 18.6168880463 6.37136936188 53.5139799118 0.0554692698643 31.9503009319 9468.78211348 2016-08-16-21:23:51 139.219 127.061 129.258 128.712 37.2354 21.9078 24.1231 22.0884 4.95235157013 9 2.31849 1.74705
238 945914 637.585 4.0 13.6064 641.473625 32 22.6959821655 9.85904879773 41.3129329681 -1.03652514517 46.7000424862 9468.78230277 2016-08-16-21:23:51 141.247 126.911 128.555 128.082 35.0229 21.9842 25.2576 22.297 11.3724794132 8 1.99305 1.73543
234 945467 843.141 4.0 10.3984 858.07925 32 18.0687181054 0.0 54.6472012997 -0.715328473598 30.8077871799 9468.78210368 2016-08-16-21:23:51 141.947 127.311 128.647 128.534 36.122 21.8815 24.492 22.3024 5.06856651493 8 2.35261 1.92536
240 946057 167.947 3.0 11.417 172.192 16 13.3991575241 9.09901237488 69.8906362057 -1.45815555006 15.1942908764 9468.78236647 2016-08-16-21:23:51 153.281 127.116 128.277 129.206 37.3378 21.784 24.9935 22.4775 4.21767473221 7 2.0589 1.8617
239 945983 481.713 5.0 10.4676 484.663 64 23.17902565 16.8861083984 73.568636179 -1.79981142282 17.1709552407 9468.78233351 2016-08-16-21:23:51 137.093 127.211 128.678 129.36 30.8567 22.2116 23.3224 22.5652 6.37751674652 7 2.42136 1.87874
241 946120 51.9141 4.0 13.9958 53.9535 32 17.6226115842 14.6697413373 59.5617115498 -1.44810657948 31.6093981266 9468.78239452 2016-08-16-21:23:51 150.722 127.655 130.186 128.369 36.5481 22.0779 27.1708 22.5082 6.65216185515 8 1.87918 1.65978
244 946048 307.92 3.0 13.2114 309.830125 16 12.3204202652 2.97634005547 32.7095389366 -0.679190736264 59.7687840462 9468.78236246 2016-08-16-21:23:51 148.571 128.209 140.008 129.284 35.5964 22.2728 36.827 22.0454 0.94012928009 11 1.92541 1.76301
248 947318 78.4176 3.0 9.51182 79.649275 16 11.8498544693 11.809545517 37.576213479 3.38617376983 39.7992670536 9468.78292812 2016-08-16-21:23:51 131.197 126.968 130.237 127.79 33.0267 22.9864 25.9946 22.3564 4.63660669327 8 1.97333 1.57028
250 946343 83.3458 3.0 9.37453 83.9945 16 11.8612012863 6.22727489471 46.9543427229 2.62613054365 46.7908889055 9468.78249385 2016-08-16-21:23:51 143.242 127.331 131.967 129.434 32.9516 21.733 25.8897 22.0553 7.20815658569 7 2.23336 1.81792
238 945644 1311.13 5.0 11.0897 1334.30875 64 24.7584095001 9.33181190491 52.4563610554 0.999837834388 37.2777372599 9468.78218251 2016-08-16-21:23:51 134.774 126.894 129.405 127.835 32.7956 22.3104 26.5372 22.2517 2.61524248123 10 2.55353 2.01448
250 946231 428.433 3.0 10.189 426.0335 16 10.569029808 5.49130821228 46.9063639641 0.565136922523 38.7411087751 9468.78244397 2016-08-16-21:23:51 142.597 127.307 135.392 128.995 33.8718 22.0138 33.4382 22.2258 3.27461099625 10 2.0979 1.71949
